(2.121320343559643, 0.7071067811865476, 0.0)
(1.4142135623730951, 0.0, 0.0)
(1.4142135623730951, 0.0, 0.0)
(1.4142135623730951, 0.0, 1.0)
(1.4142135623730951, 0.0, 1.0)
(2.121320343559643, 0.7071067811865476, 1.0)
(2.121320343559643, 0.7071067811865476, 1.0)
(2.121320343559643, 0.7071067811865476, 0.0)
(2.121320343559643, 0.7071067811865476, 0.0)
(2.8284271247461903, 0.0, 0.0)
(1.4142135623730951, 0.0, 0.0)
(2.121320343559643, -0.7071067811865476, 0.0)
(1.4142135623730951, 0.0, 1.0)
(2.121320343559643, -0.7071067811865476, 1.0)
(2.121320343559643, 0.7071067811865476, 1.0)
(2.8284271247461903, 0.0, 1.0)
(2.8284271247461903, 0.0, 0.0)
(2.121320343559643, -0.7071067811865476, 0.0)
(2.121320343559643, -0.7071067811865476, 0.0)
(2.121320343559643, -0.7071067811865476, 1.0)
(2.121320343559643, -0.7071067811865476, 1.0)
(2.8284271247461903, 0.0, 1.0)
(2.8284271247461903, 0.0, 1.0)
(2.8284271247461903, 0.0, 0.0)
